epoch,time_s,train_loss,val_loss,val_dice,val_iou,lr
33,5667.27,0.028643328362543668,0.025368336005775507,0.9793331163660504,0.9598338524557458,0.001
34,5821.1,0.028265342774934,0.02483725758298147,0.9802133086588458,0.9614910807855491,0.001
35,5973.71,0.028410795872498836,0.026223869539474063,0.9788701033865483,0.9589465827518343,0.001
36,6133.99,0.028357347025802095,0.03464584976939605,0.9713576376267354,0.9447301751733851,0.001
37,6286.05,0.027895662161920753,0.026141604740545287,0.9792760089680254,0.9597074666986493,0.001
38,6439.37,0.02804927162826061,0.02493327427835779,0.9798897612402295,0.9608919192692612,0.001
39,6670.65,0.027582956794649362,0.02532838306541018,0.9795734203476619,0.9602943336041404,0.0005
40,6824.44,0.025988707120663354,0.023074991578972866,0.9813603295979322,0.9636692330454687,0.0005
41,6990.06,0.025879823880137078,0.025747926759491176,0.9791831861765132,0.9595308907564868,0.0005
42,7148.56,0.02572351576228227,0.022000824724711068,0.9822197348135591,0.9653108520459992,0.0005
43,7306.19,0.025607497889016357,0.022798114246196242,0.9814076046205865,0.9637831683486785,0.0005
44,7462.55,0.025550349873623677,0.02197169908280653,0.9821343480003597,0.9651467562746523,0.0005
45,7620.87,0.025504936570567745,0.022438139035929144,0.981886176974179,0.9646525448748581,0.0005
46,7788.44,0.0253465149026098,0.022690215525035366,0.9816809830317182,0.9642684029303171,0.0005
47,7946.25,0.025137888137251138,0.021320141366372062,0.9825675463608138,0.9659879698623559,0.0005
48,8103.64,0.025119772721747202,0.021564892967698736,0.9825886666433176,0.9660292133731624,0.0005
49,8259.51,0.025003674853193974,0.021250139530541095,0.9828406829376275,0.9664971996685837,0.0005
50,8413.61,0.02501268600246736,0.02129439675800473,0.9825706651012672,0.9659975662955582,0.0005
51,8578.41,0.025025589745491742,0.022219791974339403,0.9820317784831312,0.964932406614708,0.0005
52,8736.26,0.02475943798265819,0.02281108999530681,0.9817749763969705,0.9644583907714888,0.0005
53,8893.52,0.024708161555629757,0.0221186972260956,0.9821445867632727,0.9651821671550117,0.0005
54,9047.32,0.024599288750572927,0.02115280923689724,0.9829071972807363,0.9666365854719648,0.0005
55,9265.3,0.024544243391470186,0.02029191368944374,0.9835137938360089,0.9678018022232547,0.0005
56,9476.2,0.02439442891694073,0.024117778662115324,0.9803247840322533,0.9617003100820121,0.0005
57,9677.39,0.024563144712176705,0.020571141574877744,0.9833351556414519,0.9674724677743065,0.0005
58,9835.67,0.024118560143480343,0.021131789668400725,0.9827809815420462,0.9663793185891258,0.0005
59,9992.3,0.024179409516842238,0.022129425183927,0.982138429125264,0.9651528123798206,0.0005
60,10147.95,0.024068384263664484,0.020370221704474355,0.9834085665322989,0.9675804695973765,0.0005
61,10311.73,0.02414261022250035,0.019990243018341347,0.9839118111099419,0.9685508251873334,0.0005
62,10468.18,0.024025852209223167,0.019187793793479315,0.9842674628882149,0.9692470140136074,0.0005
63,10625.86,0.023686737464740874,0.021129359047380388,0.9826612511815178,0.9661606572418978,0.0005
64,10783.16,0.023933451109831888,0.019037639952637724,0.984488663410389,0.9696598189608074,0.0005
65,10938.24,0.023742471995896526,0.01949372477749314,0.9841765588026675,0.9690748787028741,0.0005
66,11100.23,0.023627591727168433,0.02098926203509051,0.9831805462311195,0.9671540227011487,0.0005
67,11257.99,0.02367739479124014,0.02005619069046447,0.9835637071754324,0.9678984108490384,0.0005
68,11415.66,0.02342039044547294,0.019240854838953176,0.9841622272159445,0.9690423868276328,0.0005
69,11570.82,0.023505898535118572,0.018722798014123108,0.9846112178184925,0.9699215831763424,0.0005
70,11724.77,0.02331446438695171,0.020908075759795756,0.9829911951690827,0.9667806826040874,0.0005
71,11890.23,0.02314575310729976,0.018714235081077262,0.9846037296647671,0.9698978551479329,0.0005
72,12048.22,0.02327182590296226,0.018429332664894264,0.984814528834854,0.9702964978436686,0.0005
73,12206.28,0.02319412426357823,0.01957319071867018,0.9841954761043319,0.9691301348557787,0.0005
74,12364.14,0.023232318528129587,0.018984462473476047,0.9844398986131893,0.9695966317182284,0.0005
75,12522.1,0.02295723561995796,0.01838719500873242,0.9849556313886342,0.9705628049920145,0.0005
76,12688.25,0.022927659443978753,0.018731202891476482,0.9846811578061997,0.970096536300927,0.0005
77,12846.04,0.02288607027980366,0.020139585040421543,0.9834462875623075,0.9677193886400294,0.0005
78,13004.05,0.023087612689871872,0.019115770694473476,0.9844279630819501,0.9695755642942849,0.0005
79,13158.97,0.022888413092254527,0.019803614955022798,0.9839642549141772,0.9686356815362728,0.0005
80,13313.85,0.022984466897323728,0.018200827782520173,0.9851784712093266,0.9709990310634788,0.0005
